tick,utc_us,local_x,local_y,local_z,slip_m,bus_support,bus_x,bus_y,bus_z,snapshots_received,source_s,playback_s,bus_write_m
7922,1789597234492000,-0.045204163,-0.597854614,-1.589019775,0.033526793,1,29.390573502,0.966689527,69.739318848,0,134.600000000,0.000000000,0.000000000
7923,1789597234511000,-0.044555664,-0.597808361,-1.622516632,0.033503167,1,29.293767929,0.965725482,69.991065979,0,134.616666667,0.000000000,0.000000000
7924,1789597234528000,-0.043708801,-0.597777843,-1.655982971,0.033477068,1,29.194450378,0.964802742,70.241821289,0,134.633333333,0.000000000,0.000000000
7925,1789597234540000,-0.042663574,-0.597762585,-1.689453125,0.033486471,1,29.092628479,0.963938594,70.491554260,0,134.650000000,0.000000000,0.000000000
7926,1789597234559000,-0.041416168,-0.597761631,-1.722885132,0.033455271,1,28.988302231,0.963148475,70.740272522,0,134.666666667,0.000000000,0.000000000
7927,1789597234577000,-0.039936066,-0.597773552,-1.756298065,0.033445701,1,28.881477356,0.962445319,70.987960815,0,134.683333333,0.000000000,0.000000000
7928,1789597234595000,-0.038246155,-0.597797394,-1.789680481,0.033425171,1,28.772146225,0.961840034,71.234596252,0,134.700000000,0.000000000,0.000000000
7929,1789597234607000,-0.036308289,-0.597831964,-1.823024750,0.033400550,1,28.660308838,0.961340606,71.480163574,0,134.716666667,0.000000000,0.000000000
7930,1789597234626000,-0.034122467,-0.597873211,-1.856327057,0.033373989,1,28.545961380,0.960952640,71.724647522,0,134.733333333,0.000000000,0.000000000
7931,1789597234645000,-0.031673431,-0.597922325,-1.889602661,0.033365641,1,28.429103851,0.960679233,71.968032837,0,134.750000000,0.000000000,0.000000000
7932,1789597234662000,-0.028942108,-0.597974777,-1.922821045,0.033330526,1,28.309728622,0.960520864,72.210296631,0,134.766666667,0.000000000,0.000000000
7933,1789597234674000,-0.025917053,-0.598030567,-1.955989838,0.033306498,1,28.187837601,0.960475922,72.451423645,0,134.783333333,0.000000000,0.000000000
7934,1789597234693000,-0.022563934,-0.598088741,-1.989105225,0.033284765,1,28.063430786,0.960540593,72.691383362,0,134.800000000,0.000000000,0.000000000
7935,1789597234710000,-0.018859863,-0.598145485,-2.022151947,0.033253711,1,27.936510086,0.960709333,72.930175781,0,134.816666667,0.000000000,0.000000000
7936,1789597234729000,-0.014762878,-0.598202229,-2.055118561,0.033220265,1,27.807081223,0.960974813,73.167755127,0,134.833333333,0.000000000,0.000000000
7937,1789597234741000,-0.010219574,-0.598256350,-2.087997437,0.033191338,1,27.675151825,0.961328745,73.404121399,0,134.850000000,0.000000000,0.000000000
7938,1789597234759000,-0.005176544,-0.598308086,-2.120750427,0.033138998,1,27.540731430,0.961761296,73.639251709,0,134.866666667,0.000000000,0.000000000
7939,1789597234777000,-0.012153625,-0.598357916,-2.087985992,0.033499107,1,27.403833389,0.962262154,73.873123169,0,134.883333333,0.000000000,0.000000000
7940,1789597234796000,-0.019081116,-0.598402500,-2.055217743,0.033492539,1,27.264469147,0.962820411,74.105712891,0,134.900000000,0.000000000,0.000000000
