tick,utc_us,local_x,local_y,local_z,slip_m,bus_support,bus_x,bus_y,bus_z,snapshots_received,source_s,playback_s,bus_write_m
219,1789618913185000,0.199970245,-0.599929571,0.818946838,0.001297003,1,29.999921799,0.977494717,-76.176406860,185,6.166666667,6.133333333,0.166450500
220,1789618913200000,0.199968338,-0.599925458,0.818962097,0.000015918,1,29.999919891,0.977494717,-76.009948730,186,6.200000000,6.150000000,0.166458130
221,1789618913217000,0.199968338,-0.599929452,0.820259094,0.001297003,1,29.999917984,0.977494717,-75.842193604,186,6.200000000,6.166666667,0.167755127
222,1789618913234000,0.199970245,-0.599925399,0.820251465,0.000008847,1,29.999916077,0.977494717,-75.674446106,187,6.233333333,6.183333333,0.167747498
223,1789618913250000,0.199970245,-0.599929571,0.821540833,0.001289374,1,29.999914169,0.977494717,-75.505401611,187,6.233333333,6.200000000,0.169044495
224,1789618913267000,0.199970245,-0.599925399,0.821533203,0.000008696,1,29.999912262,0.977494717,-75.336364746,188,6.266666667,6.216666667,0.169036865
225,1789618913284000,0.199970245,-0.599929690,0.822822571,0.001289375,1,29.999910355,0.977494717,-75.166038513,188,6.266666667,6.233333333,0.170326233
226,1789618913300000,0.199968338,-0.599925339,0.822822571,0.000004751,1,29.999908447,0.977494717,-74.995712280,189,6.300000000,6.250000000,0.170326233
227,1789618913318000,0.199966431,-0.600487292,0.994438171,0.171616524,1,29.999906540,0.977494717,-74.824096680,189,6.300000000,6.266666667,0.171615601
228,1789618913333000,0.193470001,-0.599568784,1.027099609,0.033313911,1,29.999904633,0.977494717,-74.652488708,190,6.333333333,6.283333333,0.171607971
229,1789618913350000,0.186971664,-0.599572599,1.061050415,0.034567118,1,29.999902725,0.977494717,-74.479598999,190,6.333333333,6.300000000,0.172889709
230,1789618913368000,0.180465698,-0.599572539,1.093711853,0.033303108,1,29.999900818,0.977494717,-74.306709290,191,6.366666667,6.316666667,0.172889709
231,1789618913387000,0.173961639,-0.599576831,1.127639771,0.034545712,1,29.999898911,0.977494717,-74.132545471,191,6.366666667,6.333333333,0.174163818
232,1789618913400000,0.167444229,-0.599576950,1.160301208,0.033305347,1,29.999897003,0.977494717,-73.958381653,192,6.400000000,6.350000000,0.174163818
233,1789618913416000,0.160928726,-0.599581182,1.194244385,0.034562856,1,29.999895096,0.977494717,-73.782943726,192,6.400000000,6.366666667,0.175437927
234,1789618913433000,0.154405594,-0.599580944,1.226890564,0.033291504,1,29.999893188,0.977494717,-73.607513428,193,6.433333333,6.383333333,0.175430298
235,1789618913450000,0.147880554,-0.599584997,1.260810852,0.034542177,1,29.999891281,0.977494717,-73.430816650,193,6.433333333,6.400000000,0.176696777
236,1789618913467000,0.141344070,-0.599585176,1.293472290,0.033309083,1,29.999889374,0.977494776,-73.254112244,194,6.466666667,6.416666667,0.176704407
237,1789618913483000,0.134811401,-0.599589229,1.327384949,0.034536127,1,29.999887466,0.977494776,-73.076148987,194,6.466666667,6.433333333,0.177963257
238,1789618913501000,0.128265381,-0.599589288,1.360038757,0.033303477,1,29.999885559,0.977494776,-72.898185730,195,6.500000000,6.450000000,0.177963257
239,1789618913517000,0.121717453,-0.599593282,1.393951416,0.034539018,1,29.999883652,0.977494776,-72.718963623,195,6.500000000,6.466666667,0.179222107
240,1789618913534000,0.115159988,-0.599593401,1.426605225,0.033305727,1,29.999881744,0.977494776,-72.539741516,196,6.533333333,6.483333333,0.179222107
