tick,local_x,local_y,local_z,drift_m,slip_m,on_bus_support,below_depth_m
146,0.0000,-0.5994,0.0809,0.4848,0.0681,1,0.0000
147,0.0000,-0.5994,0.1476,0.4181,0.0666,1,0.0000
148,0.0000,-0.5994,0.2157,0.3500,0.0681,1,0.0000
149,0.0000,-0.5994,0.2823,0.2834,0.0666,1,0.0000
150,0.0000,-0.5994,0.3504,0.2153,0.0681,1,0.0000
151,0.0000,-0.5994,0.4170,0.1487,0.0666,1,0.0000
152,0.0000,-0.5994,0.4851,0.0806,0.0681,1,0.0000
153,0.0000,-0.5994,0.5518,0.0140,0.0666,1,0.0000
154,0.0000,-0.5994,0.6198,0.0541,0.0681,1,0.0000
155,0.0000,-0.5994,0.6865,0.1207,0.0666,1,0.0000
156,0.0000,-0.5994,0.7545,0.1888,0.0681,1,0.0000
157,0.0000,-0.5994,0.8212,0.2555,0.0666,1,0.0000
158,0.0000,-0.5994,0.8892,0.3235,0.0681,1,0.0000
159,0.0000,-0.5994,0.9559,0.3902,0.0666,1,0.0000
160,0.0000,-0.5994,1.0239,0.4582,0.0681,1,0.0000
161,0.0000,-0.5994,1.0906,0.5249,0.0666,1,0.0000
162,0.0000,-0.5994,1.1586,0.5929,0.0681,1,0.0000
163,0.0000,-0.5994,1.2253,0.6596,0.0666,1,0.0000
164,0.0000,-0.5994,1.2933,0.7276,0.0681,1,0.0000
165,0.0000,-0.5994,1.3600,0.7942,0.0666,1,0.0000
166,0.0000,-0.5994,1.4280,0.8623,0.0680,1,0.0000
167,0.0000,-0.5994,1.4947,0.9289,0.0666,1,0.0000
168,0.0000,-0.5995,1.5627,0.9970,0.0680,1,0.0000
169,0.0000,-0.5995,1.6293,1.0636,0.0666,1,0.0000
170,0.0000,-0.5995,1.6974,1.1316,0.0680,1,0.0000
171,0.0000,-0.5995,1.7640,1.1983,0.0666,1,0.0000
172,0.0000,-0.5995,1.8320,1.2663,0.0680,1,0.0000
173,0.0000,-0.5995,1.8987,1.3330,0.0666,1,0.0000
174,0.0000,-0.5995,1.9667,1.4010,0.0680,1,0.0000
175,0.0000,-0.5995,2.0333,1.4676,0.0666,1,0.0000
176,0.0000,-0.5995,2.1014,1.5357,0.0680,1,0.0000
177,0.0000,-0.5995,2.1680,1.6023,0.0666,1,0.0000
178,0.0000,-0.5995,2.2360,1.6703,0.0680,1,0.0000
179,0.0000,-0.5995,2.3027,1.7369,0.0666,1,0.0000
180,0.0000,-0.5995,2.3707,1.8050,0.0680,1,0.0000
181,0.0000,-0.5995,2.4373,1.8716,0.0666,1,0.0000
182,0.0000,-0.5995,2.5053,1.9396,0.0680,1,0.0000
183,0.0000,-0.5995,2.4386,1.8729,0.0667,1,0.0000
184,0.0000,-0.5995,2.3733,1.8076,0.0653,1,0.0000
185,0.0000,-0.5995,2.3066,1.7409,0.0667,1,0.0000
186,0.0000,-0.5995,2.2413,1.6756,0.0653,1,0.0000
187,0.0000,-0.5995,2.1746,1.6089,0.0667,1,0.0000
188,0.0000,-0.5995,2.1093,1.5435,0.0653,1,0.0000
189,0.0000,-0.5995,2.0426,1.4769,0.0667,1,0.0000
190,0.0000,-0.5995,1.9772,1.4115,0.0653,1,0.0000
191,0.0000,-0.5995,1.9105,1.3448,0.0667,1,0.0000
192,0.0000,-0.5995,1.8452,1.2795,0.0653,1,0.0000
193,0.0000,-0.5995,1.7785,1.2128,0.0667,1,0.0000
194,0.0000,-0.5995,1.7132,1.1474,0.0653,1,0.0000
195,0.0000,-0.5995,1.6465,1.0808,0.0667,1,0.0000
196,0.0000,-0.5995,1.5811,1.0154,0.0654,1,0.0000
197,0.0000,-0.5995,1.5144,0.9487,0.0667,1,0.0000
198,0.0000,-0.5995,1.4491,0.8834,0.0654,1,0.0000
199,0.0000,-0.5995,1.3824,0.8167,0.0667,1,0.0000
200,0.0000,-0.5995,1.3170,0.7513,0.0654,1,0.0000
201,0.0000,-0.5995,1.2503,0.6846,0.0667,1,0.0000
202,0.0000,-0.5995,1.1850,0.6192,0.0654,1,0.0000
203,0.0000,-0.5995,1.1183,0.5526,0.0667,1,0.0000
204,0.0000,-0.5995,1.0529,0.4872,0.0654,1,0.0000
205,0.0000,-0.5995,0.9862,0.4205,0.0667,1,0.0000
206,0.0000,-0.6019,0.9129,0.3472,0.0733,1,0.0019
207,0.0000,-0.6016,0.8463,0.2805,0.0667,1,0.0016
208,0.0000,-0.6027,0.7803,0.2146,0.0659,1,0.0027
209,0.0000,-0.6023,0.7138,0.1481,0.0666,1,0.0023
210,0.0000,-0.6034,0.6481,0.0825,0.0657,1,0.0034
211,-0.0000,-0.6030,0.5816,0.0163,0.0665,1,0.0030
212,-0.0000,-0.6039,0.5160,0.0500,0.0656,1,0.0039
213,-0.0000,-0.6035,0.4495,0.1163,0.0664,1,0.0035
214,-0.0000,-0.6041,0.3840,0.1818,0.0655,1,0.0041
215,-0.0000,-0.6037,0.3177,0.2481,0.0663,1,0.0037
216,-0.0000,-0.6041,0.2523,0.3134,0.0654,1,0.0041
217,-0.0000,-0.6037,0.1861,0.3797,0.0662,1,0.0037
218,-0.0000,-0.6037,0.1208,0.4449,0.0653,1,0.0037
219,-0.0000,-0.6033,0.0547,0.5110,0.0661,1,0.0033
220,-0.0000,-0.6031,-0.0104,0.5762,0.0651,1,0.0031
221,-0.0000,-0.6027,-0.0764,0.6422,0.0660,1,0.0027
222,-0.0000,-0.6023,-0.1414,0.7072,0.0650,1,0.0023
223,-0.0000,-0.6018,-0.2073,0.7730,0.0659,1,0.0018
224,-0.0000,-0.6012,-0.2722,0.8379,0.0649,1,0.0012
225,-0.0000,-0.6008,-0.3379,0.9036,0.0657,1,0.0008
226,-0.0000,-0.6001,-0.4027,0.9684,0.0647,1,0.0001
227,-0.0000,-0.5996,-0.4682,1.0340,0.0656,1,0.0000
228,-0.0000,-0.5988,-0.5328,1.0986,0.0646,1,0.0000
229,-0.0000,-0.5983,-0.5982,1.1640,0.0654,1,0.0000
230,-0.0000,-0.5975,-0.6627,1.2284,0.0644,1,0.0000
231,-0.0000,-0.5969,-0.7279,1.2937,0.0652,1,0.0000
232,-0.0000,-0.5961,-0.7922,1.3579,0.0643,1,0.0000
233,-0.0000,-0.5955,-0.8573,1.4230,0.0651,1,0.0000
234,-0.0000,-0.5947,-0.9214,1.4871,0.0641,1,0.0000
235,-0.0000,-0.5941,-0.9862,1.5520,0.0649,1,0.0000
236,-0.0000,-0.5933,-1.0501,1.6159,0.0639,1,0.0000
237,-0.0000,-0.5927,-1.1148,1.6805,0.0647,1,0.0000
238,-0.0000,-0.5919,-1.1785,1.7442,0.0637,1,0.0000
239,-0.0000,-0.5913,-1.2429,1.8087,0.0645,1,0.0000
240,-0.0000,-0.5908,-1.3065,1.8722,0.0636,1,0.0000
241,-0.0000,-0.5902,-1.3707,1.9365,0.0642,1,0.0000
242,-0.0000,-0.5906,-1.4343,2.0000,0.0636,1,0.0000
243,-0.0000,-0.5903,-1.4984,2.0641,0.0641,1,0.0000
244,-0.0000,-0.5911,-1.5618,2.1275,0.0634,1,0.0000
245,-0.0000,-0.5909,-1.6258,2.1915,0.0640,1,0.0000
246,-0.0000,-0.5919,-1.6891,2.2549,0.0634,1,0.0000
247,-0.0000,-0.5919,-1.7531,2.3188,0.0639,1,0.0000
248,-0.0000,-0.5931,-1.8165,2.3822,0.0634,1,0.0000
249,-0.0000,-0.5932,-1.8805,2.4462,0.0640,1,0.0000
250,-0.0000,-0.5943,-1.9439,2.5096,0.0635,1,0.0000
251,-0.0000,-0.5945,-2.0079,2.5737,0.0640,1,0.0000
252,-0.0000,-0.5955,-2.0715,2.6372,0.0635,1,0.0000
253,-0.0000,-0.5957,-2.1356,2.7013,0.0641,1,0.0000
254,-0.0000,-0.5966,-2.1992,2.7649,0.0636,1,0.0000
255,-0.0000,-0.5968,-2.2633,2.8291,0.0642,1,0.0000
256,-0.0000,-0.5975,-2.3270,2.8927,0.0637,1,0.0000
257,-0.0000,-0.5977,-2.3912,2.9570,0.0642,1,0.0000
258,-0.0000,-0.5981,-2.4550,3.0207,0.0637,1,0.0000
259,-0.0000,-0.5983,-2.5193,3.0850,0.0643,1,0.0000
260,-0.0000,-0.5992,-2.4520,3.0177,0.0673,1,0.0000
261,-0.0000,-0.5985,-2.3854,2.9511,0.0666,1,0.0000
262,-0.0000,-0.5993,-2.3181,2.8838,0.0673,1,0.0000
263,-0.0000,-0.5987,-2.2515,2.8172,0.0666,1,0.0000
264,-0.0000,-0.5993,-2.1842,2.7499,0.0673,1,0.0000
265,-0.0000,-0.5987,-2.1176,2.6833,0.0666,1,0.0000
266,-0.0000,-0.5993,-2.0503,2.6160,0.0673,1,0.0000
267,-0.0000,-0.5987,-1.9837,2.5494,0.0666,1,0.0000
268,-0.0000,-0.5976,-1.9166,2.4823,0.0671,1,0.0000
269,-0.0000,-0.5985,-1.8498,2.4155,0.0668,1,0.0000
270,-0.0000,-0.5975,-1.7827,2.3484,0.0671,1,0.0000
271,-0.0000,-0.5984,-1.7159,2.2816,0.0668,1,0.0000
272,-0.0000,-0.5935,-1.6488,2.2145,0.0673,1,0.0000
273,-0.0000,-0.5929,-1.5822,2.1479,0.0666,1,0.0000
274,-0.0000,-0.5886,-1.5149,2.0806,0.0675,1,0.0000
275,-0.0000,-0.5884,-1.4483,2.0140,0.0666,1,0.0000
276,-0.0000,-0.5847,-1.3809,1.9466,0.0675,1,0.0000
277,-0.0000,-0.5849,-1.3142,1.8800,0.0667,1,0.0000
278,-0.0000,-0.5822,-1.2467,1.8125,0.0675,1,0.0000
279,-0.0000,-0.5831,-1.1800,1.7458,0.0667,1,0.0000
280,-0.0000,-0.5810,-1.1125,1.6784,0.0675,1,0.0000
281,-0.0000,-0.5826,-1.0458,1.6116,0.0668,1,0.0000
282,-0.0000,-0.5826,-0.9781,1.5440,0.0676,1,0.0000
283,-0.0000,-0.5840,-0.9113,1.4771,0.0668,1,0.0000
284,-0.0000,-0.5849,-0.8436,1.4094,0.0677,1,0.0000
285,-0.0000,-0.5860,-0.7767,1.3425,0.0669,1,0.0000
286,-0.0000,-0.5875,-0.7089,1.2747,0.0678,1,0.0000
287,-0.0000,-0.5891,-0.6420,1.2078,0.0669,1,0.0000
288,-0.0000,-0.5911,-0.5742,1.1399,0.0679,1,0.0000
289,-0.0000,-0.5926,-0.5072,1.0730,0.0669,1,0.0000
290,-0.0001,-0.5949,-0.4394,1.0052,0.0679,1,0.0000
291,-0.0001,-0.5963,-0.3725,0.9383,0.0669,1,0.0000
292,-0.0001,-0.5987,-0.3047,0.8705,0.0678,1,0.0000
293,-0.0001,-0.6001,-0.2379,0.8036,0.0669,1,0.0001
294,-0.0001,-0.6024,-0.1701,0.7359,0.0678,1,0.0024
295,-0.0001,-0.6037,-0.1033,0.6690,0.0668,1,0.0037
296,-0.0001,-0.6059,-0.0356,0.6014,0.0677,1,0.0059
297,-0.0001,-0.6071,0.0312,0.5346,0.0668,1,0.0071
298,-0.0001,-0.6092,0.0988,0.4671,0.0676,1,0.0092
299,-0.0001,-0.6104,0.1655,0.4004,0.0667,1,0.0104
300,-0.0001,-0.6122,0.2330,0.3330,0.0675,1,0.0122
301,-0.0001,-0.6134,0.2996,0.2665,0.0667,1,0.0134
302,-0.0001,-0.6136,0.3674,0.1989,0.0678,1,0.0136
303,-0.0001,-0.6146,0.4340,0.1327,0.0666,1,0.0146
304,-0.0001,-0.6119,0.5018,0.0652,0.0679,1,0.0119
305,-0.0001,-0.6126,0.5683,0.0138,0.0665,1,0.0126
306,-0.0001,-0.6079,0.6361,0.0710,0.0680,1,0.0079
307,-0.0001,-0.6087,0.7026,0.1372,0.0664,1,0.0087
308,-0.0001,-0.6042,0.7703,0.2047,0.0679,1,0.0042
309,-0.0001,-0.6050,0.8367,0.2711,0.0664,1,0.0050
310,-0.0001,-0.6005,0.9037,0.3380,0.0672,1,0.0005
311,-0.0001,-0.6014,0.9700,0.4043,0.0663,1,0.0014
312,-0.0001,-0.5969,1.0368,0.4710,0.0669,1,0.0000
313,-0.0001,-0.5978,1.1029,0.5372,0.0662,1,0.0000
314,-0.0001,-0.5938,1.1699,0.6042,0.0670,1,0.0000
315,-0.0001,-0.5947,1.2359,0.6702,0.0661,1,0.0000
316,-0.0001,-0.5931,1.3034,0.7377,0.0675,1,0.0000
317,-0.0001,-0.5943,1.3694,0.8037,0.0659,1,0.0000
318,-0.0001,-0.5943,1.4368,0.8711,0.0674,1,0.0000
319,-0.0001,-0.5955,1.5026,0.9368,0.0658,1,0.0000
320,-0.0001,-0.5967,1.5698,1.0041,0.0673,1,0.0000
321,-0.0001,-0.5980,1.6354,1.0697,0.0656,1,0.0000
322,-0.0001,-0.6001,1.7025,1.1368,0.0671,1,0.0001
323,-0.0001,-0.6015,1.7679,1.2021,0.0654,1,0.0015
324,-0.0001,-0.6042,1.8347,1.2690,0.0669,1,0.0042
325,-0.0001,-0.6055,1.8998,1.3341,0.0652,1,0.0055
326,-0.0001,-0.6085,1.9664,1.4007,0.0666,1,0.0085
327,-0.0001,-0.6098,2.0313,1.4656,0.0649,1,0.0098
328,-0.0001,-0.6129,2.0976,1.5319,0.0663,1,0.0129
329,-0.0001,-0.6143,2.1622,1.5965,0.0647,1,0.0143
330,-0.0001,-0.6173,2.2282,1.6625,0.0660,1,0.0173
331,-0.0001,-0.6186,2.2925,1.7269,0.0644,1,0.0186
332,-0.0001,-0.6199,2.3583,1.7927,0.0658,1,0.0199
333,-0.0001,-0.6211,2.4224,1.8568,0.0641,1,0.0211
334,-0.0001,-0.6167,2.4883,1.9227,0.0661,1,0.0167
335,-0.0001,-0.6175,2.5522,1.9865,0.0638,1,0.0175
336,-0.0001,-0.6121,2.4874,1.9217,0.0650,1,0.0121
337,-0.0001,-0.6124,2.4207,1.8550,0.0667,1,0.0124
338,-0.0001,-0.6072,2.3559,1.7902,0.0650,1,0.0072
339,-0.0001,-0.6074,2.2892,1.7235,0.0667,1,0.0074
340,-0.0001,-0.6024,2.2244,1.6587,0.0649,1,0.0024
341,-0.0001,-0.6026,2.1577,1.5920,0.0667,1,0.0026
342,-0.0001,-0.5972,2.0931,1.5274,0.0648,1,0.0000
343,-0.0001,-0.5977,2.0264,1.4607,0.0667,1,0.0000
344,-0.0001,-0.5941,1.9617,1.3960,0.0648,1,0.0000
345,-0.0001,-0.5936,1.8951,1.3294,0.0666,1,0.0000
346,-0.0001,-0.5929,1.8302,1.2645,0.0649,1,0.0000
347,-0.0001,-0.5926,1.7636,1.1979,0.0666,1,0.0000
348,-0.0001,-0.5905,1.6991,1.1334,0.0646,1,0.0000
349,-0.0001,-0.5917,1.6322,1.0665,0.0668,1,0.0000
350,-0.0001,-0.5906,1.5676,1.0019,0.0646,1,0.0000
351,-0.0001,-0.5908,1.5009,0.9353,0.0667,1,0.0000
352,-0.0001,-0.5919,1.4361,0.8704,0.0649,1,0.0000
353,-0.0001,-0.5907,1.3696,0.8039,0.0665,1,0.0000
354,-0.0001,-0.5921,1.3047,0.7390,0.0649,1,0.0000
355,-0.0001,-0.5926,1.2380,0.6723,0.0667,1,0.0000
356,-0.0000,-0.5942,1.1648,0.5991,0.0732,1,0.0000
357,-0.0000,-0.5937,1.0982,0.5325,0.0666,1,0.0000
358,-0.0001,-0.5972,1.0302,0.4644,0.0682,1,0.0000
