tick,local_x,local_y,local_z,drift_m,slip_m,on_bus_support,below_depth_m
981,-0.1623,-0.6053,0.5593,0.1625,0.0668,1,0.0053
982,-0.1622,-0.6059,0.4937,0.1768,0.0656,1,0.0059
983,-0.1622,-0.6070,0.4268,0.2125,0.0669,1,0.0070
984,-0.1620,-0.6078,0.3612,0.2596,0.0656,1,0.0078
985,-0.1620,-0.6088,0.2943,0.3146,0.0669,1,0.0088
986,-0.1619,-0.6086,0.2292,0.3719,0.0651,1,0.0086
987,-0.1618,-0.6085,0.1623,0.4331,0.0669,1,0.0085
988,-0.1617,-0.6079,0.0973,0.4938,0.0650,1,0.0079
989,-0.1617,-0.6083,0.0304,0.5574,0.0668,1,0.0083
990,-0.1615,-0.6069,-0.0344,0.6198,0.0649,1,0.0069
991,-0.1615,-0.6074,-0.1012,0.6845,0.0668,1,0.0074
992,-0.1614,-0.6053,-0.1661,0.7476,0.0649,1,0.0053
993,-0.1614,-0.6052,-0.2328,0.8129,0.0667,1,0.0052
994,-0.1613,-0.6044,-0.2981,0.8769,0.0653,1,0.0044
995,-0.1613,-0.6053,-0.3649,0.9427,0.0668,1,0.0053
996,-0.1611,-0.6032,-0.4297,1.0065,0.0648,1,0.0032
997,-0.1611,-0.6037,-0.4965,1.0725,0.0668,1,0.0037
998,-0.1610,-0.6034,-0.5615,1.1368,0.0651,1,0.0034
999,-0.1610,-0.6046,-0.6284,1.2031,0.0669,1,0.0046
1000,-0.1609,-0.6043,-0.6935,1.2676,0.0651,1,0.0043
1001,-0.1608,-0.6040,-0.7601,1.3337,0.0667,1,0.0040
1002,-0.1607,-0.6034,-0.8250,1.3981,0.0649,1,0.0034
1003,-0.1607,-0.6039,-0.8918,1.4645,0.0668,1,0.0039
1004,-0.1606,-0.6016,-0.9564,1.5287,0.0646,1,0.0016
1005,-0.1605,-0.6021,-1.0231,1.5951,0.0668,1,0.0021
1006,-0.1604,-0.6008,-1.0879,1.6595,0.0648,1,0.0008
1007,-0.1604,-0.6001,-1.1545,1.7258,0.0666,1,0.0001
1008,-0.1603,-0.5992,-1.2192,1.7902,0.0648,1,0.0000
1009,-0.1602,-0.5986,-1.2858,1.8566,0.0666,1,0.0000
1010,-0.1601,-0.5982,-1.3506,1.9211,0.0648,1,0.0000
1011,-0.1601,-0.5978,-1.4172,1.9875,0.0666,1,0.0000
1012,-0.1599,-0.5968,-1.4819,2.0520,0.0647,1,0.0000
1013,-0.1599,-0.5966,-1.5486,2.1185,0.0667,1,0.0000
1014,-0.1598,-0.5960,-1.6133,2.1830,0.0648,1,0.0000
1015,-0.1597,-0.5961,-1.6800,2.2495,0.0667,1,0.0000
1016,-0.1596,-0.5960,-1.7448,2.3142,0.0648,1,0.0000
1017,-0.1595,-0.5946,-1.8113,2.3805,0.0665,1,0.0000
1018,-0.1594,-0.5949,-1.8761,2.4452,0.0648,1,0.0000
1019,-0.1594,-0.5952,-1.9428,2.5117,0.0667,1,0.0000
1020,-0.1765,-0.5968,-2.0163,2.5862,0.0755,1,0.0000
1021,-0.1768,-0.5973,-2.0831,2.6528,0.0667,1,0.0000
1022,-0.1940,-0.5988,-2.1586,2.7294,0.0775,1,0.0000
1023,-0.1946,-0.5996,-2.2254,2.7961,0.0668,1,0.0000
1024,-0.2071,-0.6001,-2.3004,2.8717,0.0760,1,0.0001
1025,-0.2078,-0.5997,-2.3671,2.9383,0.0667,1,0.0000
1026,-0.2173,-0.5996,-2.4418,3.0134,0.0753,1,0.0000
1027,-0.2180,-0.6009,-2.5087,3.0803,0.0669,1,0.0009
1028,-0.2246,-0.6140,-2.4581,3.0303,0.0527,1,0.0140
1029,-0.2238,-0.6131,-2.3937,2.9660,0.0644,1,0.0131
1030,-0.2274,-0.6136,-2.3369,2.9096,0.0569,1,0.0136
1031,-0.2266,-0.6128,-2.2722,2.8451,0.0647,1,0.0128
1032,-0.2300,-0.6121,-2.2162,2.7896,0.0561,1,0.0121
1033,-0.2292,-0.6114,-2.1514,2.7249,0.0649,1,0.0114
1034,-0.2315,-0.6116,-2.0947,2.6686,0.0567,1,0.0116
1035,-0.2307,-0.6110,-2.0296,2.6038,0.0650,1,0.0110
1036,-0.2324,-0.6114,-1.9720,2.5465,0.0577,1,0.0114
1037,-0.2316,-0.6108,-1.9069,2.4816,0.0652,1,0.0108
1038,-0.2331,-0.6105,-1.8490,2.4241,0.0579,1,0.0105
1039,-0.2323,-0.6100,-1.7837,2.3590,0.0653,1,0.0100
1040,-0.2335,-0.6092,-1.7255,2.3013,0.0582,1,0.0092
1041,-0.2328,-0.6087,-1.6601,2.2361,0.0654,1,0.0087
1042,-0.2337,-0.6076,-1.6017,2.1781,0.0584,1,0.0076
1043,-0.2330,-0.6070,-1.5362,2.1129,0.0656,1,0.0070
1044,-0.2337,-0.6057,-1.4775,2.0547,0.0586,1,0.0057
