tick,local_x,local_y,local_z,drift_m,slip_m,on_bus_support,below_depth_m
141,0.0000,-1.0073,9.0862,8.5958,0.2321,0,0.4073
142,0.0000,-1.0073,9.0862,8.5958,0.0000,0,0.4073
143,0.0000,-1.0081,9.3212,8.8307,0.2351,0,0.4081
144,0.0000,-1.0081,9.3212,8.8307,0.0000,0,0.4081
145,0.0000,-1.0088,9.5592,9.0685,0.2380,0,0.4088
146,0.0000,-1.0088,9.5592,9.0685,0.0000,0,0.4088
147,0.0000,-1.0096,9.8001,9.3091,0.2409,0,0.4096
148,0.0000,-1.0096,9.8001,9.3091,0.0000,0,0.4096
149,0.0000,-1.0104,10.0439,9.5527,0.2438,0,0.4104
150,0.0000,-1.0104,10.0439,9.5527,0.0000,0,0.4104
151,0.0000,-1.0112,10.2906,9.7992,0.2467,0,0.4112
152,0.0000,-1.0112,10.2906,9.7992,0.0000,0,0.4112
153,0.0000,-1.0120,10.5401,10.0486,0.2496,0,0.4120
154,0.0000,-1.0120,10.5401,10.0486,0.0000,0,0.4120
155,0.0000,-1.0129,10.7926,10.3008,0.2524,0,0.4129
156,0.0000,-1.0129,10.7926,10.3008,0.0000,0,0.4129
157,0.0000,-1.0137,11.0478,10.5560,0.2553,0,0.4137
158,0.0000,-1.0137,11.0478,10.5560,0.0000,0,0.4137
159,0.0000,-1.0145,11.3060,10.8139,0.2581,0,0.4145
160,0.0000,-1.0145,11.3060,10.8139,0.0000,0,0.4145
161,0.0000,-1.0154,11.5670,11.0748,0.2610,0,0.4154
162,0.0000,-1.0154,11.5670,11.0748,0.0000,0,0.4154
163,0.0000,-1.0163,11.8308,11.3384,0.2638,0,0.4163
164,0.0000,-1.0163,11.8308,11.3384,0.0000,0,0.4163
165,0.0000,-1.0171,12.0974,11.6049,0.2666,0,0.4171
166,0.0000,-1.0171,12.0974,11.6049,0.0000,0,0.4171
167,0.0000,-1.0180,12.3668,11.8742,0.2694,0,0.4180
168,0.0000,-1.0180,12.3668,11.8742,0.0000,0,0.4180
169,0.0000,-1.0189,12.6391,12.1463,0.2722,0,0.4189
170,0.0000,-1.0189,12.6391,12.1463,0.0000,0,0.4189
171,0.0000,-1.0198,12.9141,12.4212,0.2750,0,0.4198
172,0.0000,-1.0198,12.9141,12.4212,0.0000,0,0.4198
173,0.0000,-1.0207,13.1919,12.6989,0.2778,0,0.4207
174,0.0000,-1.0207,13.1919,12.6989,0.0000,0,0.4207
175,0.0000,-1.0216,13.4725,12.9794,0.2806,0,0.4216
176,0.0000,-1.0216,13.4725,12.9794,0.0000,0,0.4216
177,0.0000,-1.0226,13.7559,13.2626,0.2834,0,0.4226
178,0.0000,-1.0226,13.7559,13.2626,0.0000,0,0.4226
179,0.0000,-1.0235,14.0420,13.5487,0.2861,0,0.4235
180,0.0000,-1.0235,14.0420,13.5487,0.0000,0,0.4235
181,0.0000,-1.0245,14.3309,13.8374,0.2889,0,0.4245
182,0.0000,-1.0245,14.3309,13.8374,0.0000,0,0.4245
183,0.0000,-1.0254,14.6225,14.1289,0.2916,0,0.4254
184,0.0000,-1.0254,14.6225,14.1289,0.0000,0,0.4254
185,0.0000,-1.0264,14.9168,14.4231,0.2943,0,0.4264
186,0.0000,-1.0264,14.9168,14.4231,0.0000,0,0.4264
187,0.0000,-1.0273,15.2139,14.7201,0.2971,0,0.4273
188,0.0000,-1.0273,15.2139,14.7201,0.0000,0,0.4273
189,0.0000,-1.0283,15.5137,15.0198,0.2998,0,0.4283
190,0.0000,-1.0283,15.5137,15.0198,0.0000,0,0.4283
191,0.0000,-1.0293,15.8161,15.3222,0.3025,0,0.4293
192,0.0000,-1.0293,15.8161,15.3222,0.0000,0,0.4293
193,0.0000,-1.0303,16.1213,15.6272,0.3052,0,0.4303
194,0.0000,-1.0303,16.1213,15.6272,0.0000,0,0.4303
195,0.0000,-1.0313,16.4292,15.9350,0.3078,0,0.4313
196,0.0000,-1.0313,16.4292,15.9350,0.0000,0,0.4313
