tick,utc_us,local_x,local_y,local_z,slip_m,bus_support,bus_x,bus_y,bus_z,snapshots_received,source_s,playback_s,bus_write_m,inside_hull,cargo_contact,cargo_contact_previous_three,slip_eligible,push_active,cargo_history_complete
17153,1789626304413000,-0.198585510,-0.599007130,-0.696537018,0.033307694,1,-65.747070313,0.977495015,-55.897399902,0,288.416666667,0.000000000,0.000000000,1,0,0,1,0,1
17154,1789626304430000,-0.190132141,-0.599007130,-0.664329529,0.033298377,1,-65.715179443,0.977495134,-56.312774658,0,288.433333333,0.000000000,0.000000000,1,0,0,1,0,1
17155,1789626304446000,-0.183586121,-0.599007130,-0.639266968,0.025903327,1,-65.683212280,0.977495134,-56.728393555,0,288.450000000,0.000000000,0.000000000,1,0,0,1,0,1
17156,1789626304463000,-0.177001953,-0.599007249,-0.614055634,0.026056912,1,-65.651252747,0.977495313,-57.143264771,0,288.466666667,0.000000000,0.000000000,1,0,0,1,0,1
17157,1789626304480000,-0.170402527,-0.599007249,-0.588806152,0.026097676,1,-65.619232178,0.977495372,-57.558387756,0,288.483333333,0.000000000,0.000000000,1,0,0,1,0,1
17158,1789626304496000,-0.163795471,-0.599007070,-0.563549042,0.026106987,1,-65.587142944,0.977495432,-57.973758698,0,288.500000000,0.000000000,0.000000000,1,0,0,1,0,1
17159,1789626304512000,-0.157196045,-0.599007130,-0.538276672,0.026119821,1,-65.554985046,0.977495313,-58.389369965,0,288.516666667,0.000000000,0.000000000,1,0,0,1,0,1
17160,1789626304530000,-0.150611877,-0.599007130,-0.513000488,0.026119662,1,-65.522819519,0.977495432,-58.804237366,0,288.533333333,0.000000000,0.000000000,1,0,0,1,0,1
17161,1789626304547000,-0.144050598,-0.599007130,-0.487709045,0.026128672,1,-65.490585327,0.977495372,-59.219348907,0,288.550000000,0.000000000,0.000000000,1,0,0,1,0,1
17162,1789626304563000,-0.137512207,-0.599007070,-0.462398529,0.026141400,1,-65.458267212,0.977495313,-59.634708405,0,288.566666667,0.000000000,0.000000000,1,0,0,1,0,1
17163,1789626304580000,-0.130996704,-0.599007130,-0.437095642,0.026128296,1,-65.425865173,0.977495193,-60.050300598,0,288.583333333,0.000000000,0.000000000,1,0,0,1,0,1
17164,1789626304597000,-0.125663757,-0.599006057,-0.411762238,0.025888640,1,-65.386878967,0.977489471,-60.463657379,0,288.600000000,0.000000000,0.000000000,1,0,0,1,0,1
